MM03,ARI Status,Material,Material Type,Product home,Material Description Andritz,Basic material,Code Material,Andritz Standard Text,Andritz Material Code,Material Group,Product hierarchy,Follow up material,X-plant matl status,Andrtiz Reuse Indicator,Base Unit of Measure,Net Weight,Weight unit,Length,Width,Height,Diameter,Thickness,Unit of Dimension,Created by,Created On
@A6@,,131909905,ZSTD,9008,HEX NUT (ISO7040) | - M14 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,43,PC,0.025,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,9/14/2009
@A6@,,131911478,ZSTD,9008,HEX NUT (ISO4032) | - M52 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400013,1000 09 08 000,210401000,9008,,30,21,PC,1.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,9/15/2009
@A6@,,131912621,ZSTD,9008,HEX NUT ISO4032 | - M16 - LH | A2 ISO3506-1 |,A2 ISO3506-1,,400013,1990 02 00 000,210401000,9008,,30,21,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,9/22/2009
@A6@,,131912677,ZSTD,9008,HEX NUT :DIN934 |- M100X6 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,132059848,30,3,PC,6.820,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,9/22/2009
@A6@,,131912744,ZSTD,9008,"HEX NUT | 1/4"" - 20 | ANSI/ASMEB18.2.2 | AMC 1080 08 08 000",,,201,1080 08 08 000,210401000,9008,131306338,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,9/22/2009
@A6@,,131912745,ZSTD,9008,"HEX NUT | 3/4"" - 10 | ANSI/ASMEB18.2.2 | AMC 1080 08 08 000",,,201,1080 08 08 000,210401000,9008,,30,162,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,9/22/2009
@A6@,,131912746,ZSTD,9008,"HEX NUT | 5/8"" - 11 | ANSI/ASMEB18.2.2 | AMC 1080 08 08 000",,,201,1080 08 08 000,210401000,9008,,30,22,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,9/22/2009
@A6@,,131912820,ZSTD,9008,HEX NUT :DIN985 |- M27X2 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,30,21,PC,0.162,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,9/23/2009
@A6@,,131913794,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 1.4410 EN10088-3 |,1.4410 EN10088-3,,400013,1301 00 08 000,210401000,9008,,30,21,PC,0.129,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,9/28/2009
@A6@,,131914423,ZSTD,9008,"HEX NUT | 3/8"" - 16 | ANSI/ASMEB18.2.2 | AMC 2601 01 08 000",,,201,2601 01 08 000,210401000,9008,,30,172,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,9/30/2009
@A6@,,131914835,ZSTD,9008,HEX NUT ISO4032 | - M42 - | 8 ISO898-2 | A4A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,10/2/2009
@A6@,,131914920,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 8 ISO898-2 | A4A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,34,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,10/5/2009
@A6@,,131914951,ZSTD,9008,HEX NUT (ISO4032) | - M39 - | 8 ISO898-2 | A4A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.500,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,10/5/2009
@A6@,,131916422,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 1.4410 EN10088-3 |,1.4410 EN10088-3,,400013,1301 00 08 000,210401000,9008,,30,21,PC,0.075,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,10/12/2009
@A6@,,131916614,ZSTD,9008,HEX NUT ISO8673 |- M10 |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/13/2009
@A6@,,131916617,ZSTD,9008,HEX NUT ISO8673 | - M16X1.5 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400138,1050 09 08 000,210401000,9008,,30,21,PC,0.038,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/13/2009
@A6@,,131916618,ZSTD,9008,HEX NUT ISO8673 |- M24 |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/13/2009
@A6@,,131922199,ZSTD,9008,"HEX NUT | 1-1/8"" - 7 | ANSI/ASMEB18.2.2 | # 2 # | AMC 2601 01 08 200",,2,201,2601 01 08 200,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,10/19/2009
@A6@,,131922328,ZSTD,9008,HEX NUT EN1661 | - M12 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400384,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,10/20/2009
@A6@,,131922330,ZSTD,9008,HEX NUT EN1661 | - M20 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400384,2500 45 08 000,210401000,9008,,30,21,PC,7.147,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,10/20/2009
@A6@,,131922425,ZSTD,9008,"HEX NUT | 1-1/8"" - 8 UN | ANSI/ASMEB18.2.2 | # 2 # | AMC 2601 01 08 200",,2,201,2601 01 08 200,210401000,9008,,30,993,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,10/20/2009
@A6@,,131922946,ZSTD,8000,HEX NUT ISO4032 |- M20 |AMC 1050 08 08 000,,,200,1050 08 08 000,210401000,8000,,30,426,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131922947,ZSTD,8000,HEX NUT ISO4032 |- M16 |AMC 1050 08 08 000,,,200,1050 08 08 000,210401000,8000,,30,595,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131922948,ZSTD,8000,HEX NUT ISO4032 |- M12 |AMC 1050 08 08 000,,,200,1050 08 08 000,210401000,8000,100002236,30,3,PC,0.016,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131922949,ZSTD,8000,HEX NUT ISO4032 |- M10 |AMC 1050 08 08 000,,,200,1050 08 08 000,210401000,8000,,30,555,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131922950,ZSTD,8000,HEX NUT ISO4032 |- M8 |AMC 1050 08 08 000,,,200,1050 08 08 000,210401000,8000,,30,555,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131922951,ZSTD,8000,HEX NUT ISO4032 |- M6 |AMC 1050 08 08 000,,,200,1050 08 08 000,210401000,8000,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131922952,ZSTD,8000,HEX NUT ISO4032 |- M5 |AMC 1050 08 08 000,,,200,1050 08 08 000,210401000,8000,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131922970,ZSTD,9008,HEX NUT ~ISO4032 | - M90 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,4.700,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,10/22/2009
@A6@,,131923612,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 40CRMOV4-6+QT EN10269 | #1#,40CrMoV4-6+QT EN10269,1,400013,2716 01 08 100,210401000,9008,,30,21,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,10/27/2009
@A6@,,131924354,ZSTD,9008,HEX NUT |,,,200,,25270300,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,HOLHAN04,10/29/2009
@A6@,,131924895,ZSTD,9008,"HEX NUT | 1-1/8"" - 7 | ANSI/ASMEB18.2.2 | AMC 2601 01 08 000",,,201,2601 01 08 000,210401000,9008,,30,26,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,11/2/2009
@A6@,,131925713,ZSTD,9008,HEX NUT DIN2510-5 |- NF- M30 |AMC 1100 03 08 000,,,200,1100 03 08 000,210401000,9008,,30,21,PC,0.260,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,11/5/2009
@A6@,,131927436,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | 40CRMOV4-6+QT EN10269 | #1#,40CrMoV4-6+QT EN10269,1,400013,2716 01 08 100,210401000,9008,,30,21,PC,0.300,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,11/13/2009
@A6@,,131927830,ZSTD,9008,HEX NUT ISO4032 | - M48 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400013,1050 09 08 000,210401000,9008,,30,21,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,11/17/2009
@A6@,,131927976,ZSTD,9008,HEX NUT (ISO7040) | - M14 - | 8 ISO898-2 |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,21,PC,0.025,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,11/17/2009
@A6@,,131928611,ZSTD,9008,HEX NUT :DIN936 |- M16 |AMC 2500 40 08 000,,,200,2500 40 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,11/19/2009
@A6@,,131928861,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 10 ISO898-2 | D9T |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,11/20/2009
@A6@,,131929102,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 10 ISO898-2 | #1#,10 ISO898-2,1,400013,2500 47 08 100,210401000,9008,,30,21,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,11/23/2009
@A6@,,131929193,ZSTD,9008,HEX NUT ISO7040 | - M16 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,361,PC,0.035,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,11/23/2009
@A6@,,131929194,ZSTD,9008,HEX NUT ISO7040 | - M5 - | 8 ISO898-2 |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,131,PC,0.002,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,11/23/2009
@A6@,,131929195,ZSTD,9008,HEX NUT ISO7040 | - M12 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,383,PC,0.016,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,11/23/2009
@A6@,,131929198,ZSTD,9008,HEX NUT ISO8673 |- M30X2 |-GALVANIZED |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002231,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,11/23/2009
@A6@,,131930875,ZSTD,9008,"HEX NUT | 3/8"" - 16 | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000",,,201,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,MUNROY01,12/1/2009
@A6@,,131931398,ZSTD,9008,HEX NUT ISO4032 | - M5 - | 5 ISO898-2 | ZINC-PLATED |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,21,PC,0.002,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,12/3/2009
@A6@,,131931458,ZSTD,9008,HEX NUT ISO8673 |- M12 |-ZINC-PLATED |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,12/4/2009
@A6@,,131932138,ZSTD,9008,HEX NUT DIN6330 |- B- M36 |AMC 2500 47 08 000,,,200,2500 47 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932139,ZSTD,9008,HEX NUT DIN6330 |- B- M42 |AMC 2500 47 08 000,,,200,2500 47 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932140,ZSTD,9008,HEX NUT DIN6330 |- B- M48 |AMC 2500 47 08 000,,,200,2500 47 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932152,ZSTD,9008,HEX NUT ISO7040 | - M20 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,138,PC,0.068,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932153,ZSTD,9008,HEX NUT ISO7040 | - M24 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,21,PC,0.125,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932155,ZSTD,9008,HEX NUT ISO7040 | - M30 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,21,PC,0.250,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932158,ZSTD,9008,HEX NUT ISO7040 | - M36 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,21,PC,0.420,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932160,ZSTD,9008,HEX NUT ISO7040 | - M5 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,21,PC,0.002,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932161,ZSTD,9008,HEX NUT ISO7040 | - M6 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932163,ZSTD,9008,HEX NUT ISO7040 | - M8 - | 10 ISO898-2 |,10 ISO898-2,,400217,2500 47 08 000,210401000,9008,,30,21,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,12/9/2009
@A6@,,131932187,ZSTD,9008,HEX NUT ISO4032 | - M30 - | C3-80 ISO3506-2 | #1#,C3-80 ISO3506-2,1,400013,1150 10 08 100,210401000,9008,,30,21,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,12/9/2009
@A6@,,131932273,ZSTD,9008,"HEAVY HEX NUT | 5/8"" - 11 UNC ZINC-PLATED | ANSI/ASMEB18.2.2 | #2# | AMC 2601 01 08 200",,2,47202,2601 01 08 200,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,MUNROY01,12/9/2009
@A6@,,131932274,ZSTD,9008,"HEAVY HEX NUT | 1/2"" - 13 UNC ZINC-PLATED | ANSI/ASMEB18.2.2 | #2# | AMC 1000 08 08 200",,2,47202,1000 08 08 200,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,MUNROY01,12/9/2009
@A6@,,131934827,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 5 ISO898-2 | ZINC-PLATED | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,530,PC,0.160,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,12/22/2009
@A6@,,131937322,ZSTD,9008,HEX NUT ISO8673 |- M20X1.5 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,100002146,30,3,PC,0.065,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,1/7/2010
@A6@,,131940124,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 8 ISO898-2 | A4A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,1/19/2010
@A6@,,131940971,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 42CRMO4+QT EN10269 | #1#,42CrMo4+QT EN10269,1,400013,2702 01 08 100,210401000,9008,,30,21,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,1/22/2010
@A6@,,131941356,ZSTD,9008,HEX NUT | #10 - 24 W/ NYLON INSERT - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2503 00 08 000,,,201,2503 00 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,1/25/2010
@A6@,,131944965,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | 7 ASMESA194/SA194M | #2#,7 ASMESA194/SA194M,2,400013,2702 01 08 200,210401000,9008,,30,21,PC,0.400,KG,0.000,0.000,0.000,0.000,0.000,,KTKLII02,2/5/2010
@A6@,,131945046,ZSTD,9008,HEX NUT (ISO4032) | - M18 - | 10 ISO898-2 | ZINC-PLATED |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.050,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,2/8/2010
@A6@,,131948740,ZSTD,9008,HEX NUT (ISO4032) | - M18 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.050,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,2/22/2010
@A6@,,131948841,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.300,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,2/22/2010
@A6@,,131948842,ZSTD,9008,HEX NUT (ISO4032) | - M39 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.500,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,2/22/2010
@A6@,,131948844,ZSTD,9008,HEX NUT (ISO4032) | - M45 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,21,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,2/22/2010
@A6@,,131948933,ZSTD,9008,HEX NUT ISO7040 | - M4 - | 8 ISO898-2 |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,22,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,2/22/2010
@A6@,,131949225,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 7 ASMESA194/SA194M | #2#,7 ASMESA194/SA194M,2,400013,2702 01 08 200,210401000,9008,,30,21,PC,0.160,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,2/22/2010
@A6@,,131949519,ZSTD,9008,"HEX NUT | 7/8"" - 9 UNC | ANSI/ASMEB18.2.2 | AMC 1000 09 08 000",,,201,1000 09 08 000,210401000,9008,131306351,90,1,PC,0.090,KG,0.000,0.000,0.000,0.000,0.000,,HOLRII03,2/23/2010
@A6@,,131951699,ZUGR,,HEX NUT ISO4032 - M16 | AMC 1050 08 08 0,,,,,,8001,,30,0,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZPIE01,3/2/2010
@A6@,,131951755,ZUGR,,HEX NUT ISO4032 - M8  AMC 1050 08 08 000,,,,,,8001,,30,0,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZPIE01,3/3/2010
@A6@,,131951756,ZUGR,,HEX NUT ISO4032 - M6  AMC 1050 08 08 000,,,,,,8001,,30,0,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZPIE01,3/3/2010
@A6@,,131951757,ZUGR,,HEX NUT ISO4032 - M10  AMC 1050 08 08...,,,,,,8001,,30,0,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZPIE01,3/3/2010
@A6@,,131951855,ZUGR,,HEX NUT ISO4032 - M8  AMC 1050 08 08 000,,,,,,8001,,30,0,PC,1,KG,0.000,0.000,0.000,0.000,0.000,,GRZPIE01,3/3/2010
@A6@,,131952156,ZSTD,9008,HEX NUT ISO4032 | - M8 - | 1.4057+QT800 | #8#,1.4057+QT800,8,400013,1164 03 08 800,210401000,9008,,30,21,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,3/3/2010
@A6@,,131952645,ZSTD,9008,HEX NUT | 1-1/4 - 7 | ANSI/ASMEB18.2.2 | AMC 1050 08 08 000,,,201,1050 08 08 000,210401000,9008,,30,117,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,GLFCHR05,3/4/2010
@A6@,,131952854,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 1.4410 EN10088-3 |,1.4410 EN10088-3,,400013,1301 00 08 000,210401000,9008,,30,21,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,3/5/2010
@A6@,,131952856,ZSTD,9008,HEX NUT (ISO4032) | - M39 - | 1.4410 EN10088-3 |,1.4410 EN10088-3,,400013,1301 00 08 000,210401000,9008,,30,21,PC,0.500,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,3/5/2010
@A6@,,131952857,ZSTD,9008,HEX NUT ISO4032 | - M42 - | 1.4410 EN10088-3 |,1.4410 EN10088-3,,400013,1301 00 08 000,210401000,9008,,30,21,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,3/5/2010
@A6@,,131952858,ZSTD,9008,HEX NUT ISO4032 | - M56 - | 1.4410 EN10088-3 |,1.4410 EN10088-3,,400013,1301 00 08 000,210401000,9008,,30,21,PC,1.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,3/5/2010
@A6@,,131953554,ZPAR,1002,"SOCKET HEAD CAP SCREW | SS304 M16X30 DIN ALLEN CAP SCREW C/W 2FW, SW & HEX NUT",,,43906,,210401000,1002,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,SINCHE03,3/9/2010
@A6@,,131953555,ZPAR,1002,"SOCKET HEAD CAP SCREW | SS304 M8X30 DIN ALLEN CAP SCREW C/W 2FW, SW & HEX NUT",,,43906,,210401000,1002,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,SINCHE03,3/9/2010
@A6@,,131953596,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 8 ISO898-2 | A4A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,3/9/2010
@A6@,,131956153,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 8 ISO898-2 | A4A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,3/18/2010
@A6@,,131956968,ZSTD,9008,HEX NUT (ISO4032) | - M39 - | 21CRMOV5-7+QT EN10269 | #1#,21CrMoV5-7+QT EN10269,1,400013,2718 01 08 100,210401000,9008,,30,21,PC,0.500,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA44,3/22/2010
@A6@,,131957800,ZSTD,9008,HEX NUT ISO7040 | - M20 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,119,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,3/25/2010
@A6@,,131957944,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 8 ISO898-2 | A4A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.160,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,3/25/2010
@A6@,,131958375,ZSTD,9008,HEX NUT ISO4032 |- M20 |-ZINC-PLATED |AMC 2500 43 08 000,,,200,2500 43 08 000,210401000,9008,100002153,30,3,PC,0.076,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,3/26/2010
@A6@,,131958376,ZSTD,9008,HEX NUT ISO4032 |- M30 |-ZINC-PLATED |AMC 2500 43 08 000,,,200,2500 43 08 000,210401000,9008,100002099,30,3,PC,0.256,KG,0.000,0.000,0.000,0.000,0.000,,GRZGER68,3/26/2010
@A6@,,131958985,ZSTD,9008,HEX NUT (ISO8673) | - M22X1.5 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,49,PC,0.096,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,3/29/2010
@A6@,,131959178,ZSTD,9008,HEX NUT ISO4032 | - M3 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,3/30/2010
@A6@,,131959180,ZSTD,9008,HEX NUT ISO4032 | - M6 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,3/30/2010
@A6@,,131959306,ZSTD,9008,HEX NUT ISO8673 | - M42X3 - | 8 ISO898-2 |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.643,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,3/30/2010
@A6@,,131959691,ZSTD,9008,HEX NUT ISO4032 | - M12 - | TI1PD |,Ti1Pd,,400013,5512 00 08 000,210401000,9008,,30,21,PC,0.010,KG,0.000,0.000,0.000,0.000,0.000,,GRZCHR77,3/31/2010
@A6@,,131960820,ZSTD,9008,"HEX NUT | 7/16"" - 14 | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000",,,201,2500 45 08 000,210401000,9008,,30,21,PC,0.000,LB,0.000,0.000,0.000,0.000,0.000,,MUNROY01,4/7/2010
@A6@,,131961256,ZPAR,1341,"HEX NUT | 324-12-000 | SIZE: M12, LENGHT: 50MM MODEL: HIGH, MATERIAL: FZB",,,43864,,210401000,1341,,30,51,PC,0.090,KG,0.000,0.000,0.000,0.000,0.000,,ESBJAC01,4/9/2010
@A6@,,131966373,ZSTD,9008,HEX NUT ISO4032 | - M10 - | A2-70 ISO3506-2 | #8#,A2-70 ISO3506-2,8,400013,1050 09 08 800,210401000,9008,,30,963,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,4/29/2010
@A6@,,131966374,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 5 ISO898-2 | A2D | #8#,5 ISO898-2,8,400013,2500 43 08 800,210401000,9008,,30,979,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZLOR01,4/29/2010
@A6@,,131968956,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 5 ISO898-2 | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,,30,21,PC,0.220,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
@A6@,,131968957,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 5 ISO898-2 | #1#,5 ISO898-2,1,400013,2500 43 08 100,210401000,9008,131855274,30,3,PC,0.030,KG,0,0,0,0,0,MM,GRZPAT11,5/12/2010
