MM03,ARI Status,Material,Material Type,Product home,Material Description Andritz,Basic material,Code Material,Andritz Standard Text,Andritz Material Code,Material Group,Product hierarchy,Follow up material,X-plant matl status,Andrtiz Reuse Indicator,Base Unit of Measure,Net Weight,Weight unit,Length,Width,Height,Diameter,Thickness,Unit of Dimension,Created by,Created On
@A6@,,131249973,ZSTD,9008,HEX NUT ISO4032 | - M5 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,361,PC,0.002,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249974,ZSTD,9008,HEX NUT ISO4032 | - M6 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,827,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249975,ZSTD,9008,HEX NUT ISO4032 | - M6 - LH | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249976,ZSTD,9008,HEX NUT ISO4032 | - M8 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,761,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249977,ZSTD,9008,HEX NUT ISO4032 | - M10 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,899,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249978,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,986,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249979,ZSTD,9008,HEX NUT (ISO4032) | - M14 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.025,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249980,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,932,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249982,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,352,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249983,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,426,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249984,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.160,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249985,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,191,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249986,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.300,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249987,ZSTD,9008,HEX NUT ISO4032 | - M36 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249988,ZSTD,9008,HEX NUT ISO4032 | - M42 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249989,ZSTD,9008,HEX NUT ~ISO8673 | - M20X1 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.071,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131249990,ZSTD,9008,HEX NUT ISO8673 | - M20X1.5 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.071,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250001,ZSTD,9008,HEX NUT ~ISO8673 | - M24X1.5 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.123,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250002,ZSTD,9008,HEX NUT ISO8673 | - M24X2 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.123,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250003,ZSTD,9008,HEX NUT ISO8673 | - M24X2 - LH | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.123,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250004,ZSTD,9008,HEX NUT (ISO8673) | - M33X2 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.294,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250005,ZSTD,9008,HEX NUT ISO8673 | - M36X3 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.422,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250006,ZSTD,9008,HEX NUT ISO8673 | - M36X3 - LH | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.422,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250007,ZSTD,9008,HEX NUT ISO8673 | - M42X3 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,33,PC,0.643,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250008,ZSTD,9008,HEX NUT (ISO8673) | - M45X3 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250009,ZSTD,9008,HEX NUT ISO8673 | - M64X4 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,1.955,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/6/2007
@A6@,,131250115,ZSTD,9008,HEX NUT ISO4032 | - M20 - | BRASS |,BRASS,,400013,9003 00 00 000,210401000,9008,,30,21,PC,0.070,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/7/2007
@A6@,,131250970,ZSTD,9008,HEX NUT ISO7040 | - M6 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/7/2007
@A6@,,131251031,ZSTD,9008,HEX NUT ISO7040 | - M8 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,919,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/7/2007
@A6@,,131251032,ZSTD,9008,HEX NUT ISO7040 | - M10 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,930,PC,0.011,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/7/2007
@A6@,,131251033,ZSTD,9008,HEX NUT ISO7040 | - M12 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,81,PC,0.016,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/7/2007
@A6@,,131251034,ZSTD,9008,HEX NUT (ISO7040) | - M14 - | 8 ISO898-2 | A3F |,8 ISO898-2,,400217,2500 45 08 000,210401000,9008,,30,21,PC,0.025,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/7/2007
@A6@,,131251224,ZSTD,9008,HEX NUT DIN1661 |- M20 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/8/2007
@A6@,,131251823,ZSTD,9008,HEX NUT | 1/2 - 13 UNC | ANSI/ASMEB18.2.2 | AMC 2500 43 08 000,,,201,2500 43 08 000,210401000,9008,131306366,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/8/2007
@A6@,,131251824,ZSTD,9008,HEX NUT ANSI/ASMEB18.2.2 | 3/4 - 10 UNC - UNCOATED | GRADE 5 SAEJ995 | AMC 2503 00 08 001,Grade 5 SAEJ995,,201,2503 00 08 001,210401000,9008,,30,34,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/8/2007
@A6@,,131251825,ZSTD,9008,HEX NUT | 5/8 - 11 UNC | ANSI/ASMEB18.2.2 | AMC 2500 43 08 000,,,201,2500 43 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/8/2007
@A6@,,131251826,ZSTD,9008,HEX NUT | 1 - 8 UNC | ANSI/ASMEB18.2.2 | A ASTMA563 | AMC 2703 00 08 001,A ASTMA563,,201,2703 00 08 001,210401000,9008,,30,414,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/8/2007
@A6@,,131251966,ZSTD,9008,HEX NUT | 1/2 - 13 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 43 08 000,,,201,2500 43 08 000,210401000,9008,,30,91,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/8/2007
@A6@,,131251967,ZSTD,9008,HEX NUT ANSI/ASMEB18.2.2 | 5/8 - 11 UNC - ZINC-PLATED | AMC 2500 43 08 000,,,201,2500 43 08 000,210401000,9008,,30,665,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/8/2007
@A6@,,131257839,ZSTD,9008,HEX NUT | 1/2 - 13 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257881,ZSTD,9008,HEX NUT | 1/4 - 20 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257882,ZSTD,9008,HEX NUT | 3/4 - 10 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,30,941,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257883,ZSTD,9008,HEX NUT | 3/8 - 16 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257884,ZSTD,9008,HEX NUT | 5/16 - 18 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257885,ZSTD,9008,HEX NUT | 5/8 - 11 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257886,ZSTD,9008,HEX NUT | 1 - 8 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,30,107,PC,0.120,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257887,ZSTD,9008,HEX NUT | 1 1/2 - 6 UNC | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131257888,ZSTD,9008,HEX NUT | 1 1/4 - 7 UNC - ZINC-PLATED | ANSI/ASMEB18.2.2 | AMC 2500 45 08 000,,,201,2500 45 08 000,210401000,9008,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/16/2007
@A6@,,131261324,ZSTD,9008,HEX NUT ISO4035 |- M16 |AMC 1000 12 08 000,,,200,1000 12 08 000,210401000,9008,131041704,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,3/20/2007
@A6@,,131281457,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 8 ISO898-2 | A2A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,34,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,HOLHAN04,4/10/2007
@A6@,,131286581,ZSTD,9008,HEX NUT ISO8673 | - M16X1.5 - | A4-80 ISO3506-2 |,A4-80 ISO3506-2,,400138,1000 10 08 000,210401000,9008,,30,21,PC,0.039,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/16/2007
@A6@,,131286583,ZSTD,9008,HEX NUT ISO8673 |- M16X2 |AMC 1000 10 08 000,,,200,1000 10 08 000,25270300,9008,131442413,90,1,PC,0.035,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/16/2007
@A6@,,131288479,ZSTD,9008,HEX NUT | 5/16 - 24 UNC - A3F | ISO4035 | AMC 2500 40 08 000,,,201,2500 40 08 000,210401000,9008,,30,22,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288773,ZSTD,9008,HEX NUT ISO4032 |- M3 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288774,ZSTD,9008,HEX NUT ISO8673 | - M30X2 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400138,1000 08 08 000,210401000,9008,,30,21,PC,0.244,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288776,ZSTD,9008,HEX NUT ISO8673 | - M30X2 - LH | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400138,1000 08 08 000,210401000,9008,,30,21,PC,0.244,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288782,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,21,PC,0.288,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288785,ZSTD,9008,HEX NUT ISO8673 | - M8X1 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400138,1000 09 08 000,210401000,9008,,30,21,PC,0.006,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288786,ZSTD,9008,HEX NUT (ISO8673) | - M10X1.25 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400138,1000 09 08 000,210401000,9008,,30,38,PC,0.014,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288788,ZSTD,9008,HEX NUT ISO8673 |- M12X1.5 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,100002176,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131288803,ZSTD,9008,HEX NUT ISO8673 | - M16X1.5 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400138,1000 09 08 000,210401000,9008,,30,53,PC,0.039,KG,0.000,0.000,0.000,0.000,0.000,,GRZJUE18,4/18/2007
@A6@,,131289387,ZPAR,1961,"HEX NUT | MCMASTER-CARR 91847A031 | HEX NUT, 3/8-16, SS",,,43864,,210400000,1961,,30,21,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,ATLLAR06,4/18/2007
@A6@,,131291586,ZSTD,9008,HEX NUT ISO8673 | - M24X2 - | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,0.123,KG,0.000,0.000,0.000,0.000,0.000,,GRZSAN04,4/20/2007
@A6@,,131306288,ZSTD,9008,HEX NUT | 7/8 - 9 UNC W 1-5/16 T 3/4 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,30,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306289,ZSTD,9008,HEX NUT | 1 - 8 UNC W 1-9/16 T 7/8 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,141,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306290,ZSTD,9008,HEX NUT | 1-1/4 - 7 UNC W 1-15/16 T 1-1/8 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,41,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306291,ZSTD,9008,HEX NUT | 1/2 - 20 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,22,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306292,ZSTD,9008,HEX NUT | 5/8 - 18 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306293,ZSTD,9008,HEX NUT | 1 - 12 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306294,ZSTD,9008,HEX NUT | 3/4 - 16 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 3990 00 00 000,,,201,3990 00 00 000,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306295,ZSTD,9008,HEX NUT | 1-1/4 - 12 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306296,ZSTD,9008,HEX NUT | 1/4 - 28 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 3990 00 00 000,,,201,3990 00 00 000,210401000,9008,,30,45,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306297,ZSTD,9008,HEX NUT | 1-3/4 - 8 UNC - UNCOATED | ANSI/ASMEB18.2.2 | AMC 1050 02 07 000,,,201,1050 02 07 000,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306298,ZSTD,9008,HEX NUT | 3/8 - 16 UNC - CADMIUM-PLATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306299,ZSTD,9008,HEX NUT | 1/4 - 20 UNC W 7/16 T 1/4 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,275,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306300,ZSTD,9008,HEX NUT | 5/16 - 18 UNC W 9/16 T 1/4 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306301,ZSTD,9008,HEX NUT | 3/8 - 16 UNC W 9/16 T 5/16 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,843,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306302,ZSTD,9008,HEX NUT | 7/16 - 14 UNC W 11/16 T 3/8 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306303,ZSTD,9008,HEX NUT ANSI/ASMEB18.2.2 | 1/2 - 13 UNC W 11/16 T 7/16 - UNCOATED | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,855,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306304,ZSTD,9008,HEX NUT | 9/16 - 12 UNC W 15/16 T 1/2 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306305,ZSTD,9008,HEX NUT ANSI/ASMEB18.2.2 | 5/8 - 11 UNC W 15/16 T 9/16 - UNCOATED | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,92,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306306,ZSTD,9008,HEX NUT | 1-1/8 - 7 UNC W 1-11/16 T 1 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,97,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306307,ZSTD,9008,HEX NUT | 1-3/8 - 6 UNC W 2-1/16 T 1-3/16 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306308,ZSTD,9008,HEX NUT | 1-1/2 - 6 UNC - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306309,ZSTD,9008,HEX NUT | 1-3/4 - 5 UNC W 2-11/16 T 1-9/16 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306310,ZSTD,9008,HEX NUT | 2 - 4-1/2 UNC W 3-1/2 T 1-3/4 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306311,ZSTD,9008,HEX NUT | 3 - 4 UNC W 4-9/16 T 2-5/8 - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306312,ZSTD,9008,HEX NUT | 5/16 - 24 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,28,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306313,ZSTD,9008,HEX NUT | 3/8 - 24 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 3990 00 00 000,,,201,3990 00 00 000,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306314,ZSTD,9008,HEX NUT | 7/16 - 20 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306315,ZSTD,9008,HEX NUT | 7/8 - 14 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306316,ZSTD,9008,HEX NUT | 1-1/2 - 12 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 2703 00 08 001,,,201,2703 00 08 001,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306317,ZSTD,9008,HEX NUT ANSI/ASMEB18.2.2 | 1/2 - 13 UNC - UNCOATED | GROUP 1 CW2 ASTMF594 | AMC 1051 34 08 000,Group 1 CW2 ASTMF594,,201,1051 34 08 000,210401000,9008,,30,777,PC,5.800,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306318,ZSTD,9008,HEX NUT ANSI/ASMEB18.2.2 | 5/8 - 11 UNC - UNCOATED | A2-70 | AMC 1050 02 07 000,A2-70,,201,1050 02 07 000,210401000,9008,,30,859,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306319,ZSTD,9008,HEX NUT | 1/4 - 20 UNC - UNCOATED | ANSI/ASMEB18.2.2 | AMC 1050 02 07 000,,,201,1050 02 07 000,210401000,9008,,30,175,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306320,ZSTD,9008,HEX NUT | 3/8 - 24 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 1050 02 07 000,,,201,1050 02 07 000,210401000,9008,,30,28,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306321,ZSTD,9008,HEX NUT ANSI/ASMEB18.2.2 | 1-1/2 - 6 UNC | A2-70 | AMC 1050 09 08 000,A2-70,,201,1050 09 08 000,210401000,9008,,30,21,PC,1.200,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
@A6@,,131306322,ZSTD,9008,HEX NUT | 5/8 - 18 UNF - UNCOATED | ANSI/ASMEB18.2.2 | AMC 1050 02 07 000,,,201,1050 02 07 000,210401000,9008,,30,21,PC,0.000,LB,0,0,0,0,0,IN,D.WAGNER,5/3/2007
